pincode,city,state,active,is_serviceable,cod_allowed,min_order_amount,shipping_fee,cod_fee,free_shipping_threshold,created_at,updated_at,delivery_time,districts,is_returnable,is_exchangeable,return_window_days,exchange_window_days,cod_fees_applicable
387550,Ahmedabad,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
387560,Ahmedabad,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
387570,Ahmedabad,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,true
387610,Kapadvanj,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
387620,Kapadvanj,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
387630,Kapadvanj,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
387635,Kapadvanj,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
387640,Kapadvanj,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
387650,Kapadvanj,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,true
387710,Nadiad,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND"",""KHEDA""]"",false,true,0,3,false
388001,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388110,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388120,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388121,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388130,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388140,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388150,Tarapur,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388160,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388170,Tarapur,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388180,Tarapur,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND"",""KHEDA""]"",false,true,0,3,false
388205,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388210,Umreth,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388215,Umreth,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA"",""ANAND""]"",false,true,0,3,false
388220,Umreth,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND"",""KHEDA""]"",false,true,0,3,false
388225,Umreth,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
388230,Umreth,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
388235,Balasinor,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar"",""KHEDA""]"",false,true,0,3,false
388239,Balasinor,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
388245,Balasinor,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
388250,Umreth,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA""]"",false,true,0,3,false
388255,Balasinor,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""KHEDA"",""Mahisagar""]"",false,true,0,3,false
388260,Lunawada,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar""]"",false,true,0,3,false
388265,Balasinor,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar""]"",false,true,0,3,false
388270,Lunawada,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar""]"",false,true,0,3,false
388305,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388306,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388307,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388310,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388315,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388320,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388325,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388330,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388335,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388340,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388345,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388350,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388355,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388360,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388365,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388370,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388410,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388421,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388430,Vatadara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388440,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND"",""KHEDA""]"",false,true,0,3,false
388450,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388460,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388465,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388470,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388480,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388510,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388520,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388530,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388540,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388543,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388545,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388550,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388560,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388570,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388580,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388590,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388610,Anand,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388620,Khambhat,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388625,Khambhat,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,true
388630,Khambhat,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388640,Khambhat,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""ANAND""]"",false,true,0,3,false
388710,Balasinor,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
388713,Godhra,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
389001,Godhra,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
389002,Godhra,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
389110,Godhra,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS"",""Mahisagar""]"",false,true,0,3,true
389115,Godhra,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,true
389120,Godhra,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
389130,Limkheda,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389140,Dahod,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389146,Limkheda,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389151,Dahod,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389152,Dahod,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389154,Dahod,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389155,,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389160,Dahod,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389170,Jhalod,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389172,,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD"",""Mahisagar""]"",false,true,0,3,false
389175,,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389180,Dahod,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,false
389190,Jhalod,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD"",""Mahisagar""]"",false,true,0,3,true
389210,Lunawada,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS"",""Mahisagar""]"",false,true,0,3,false
389220,Lunawada,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar"",""PANCH MAHALS""]"",false,true,0,3,false
389230,Lunawada,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar""]"",false,true,0,3,false
389232,,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar""]"",false,true,0,3,false
389235,Lunawada,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar""]"",false,true,0,3,false
389250,,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar""]"",false,true,0,3,false
389260,,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar""]"",false,true,0,3,false
389265,Lunawada,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""Mahisagar""]"",false,true,0,3,false
389310,Halol,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
389320,Halol,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,true
389330,Halol,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,true
389340,Godhra,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
389341,Halol,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
389350,Halol,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,true
389360,Halol,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
389365,Halol,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
389370,Halol,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
389380,Limkheda,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD"",""PANCH MAHALS""]"",false,true,0,3,false
389382,Dahod,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""DOHAD""]"",false,true,0,3,true
389390,Bodeli,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""PANCH MAHALS""]"",false,true,0,3,false
390001,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390002,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390003,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390004,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390006,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390007,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390009,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390010,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390011,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390012,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390013,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390014,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390016,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390017,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390018,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390019,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390020,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390021,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390022,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390023,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390024,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
390025,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
391101,Vadodara,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,true
391105,Dabhoi,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,false
391107,Dabhoi,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,false
391110,Dabhoi,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA"",""CHHOTAUDEPUR""]"",false,true,0,3,false
391115,Dabhoi,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""VADODARA""]"",false,true,0,3,false
391120,Nasvadi,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""NARMADA""]"",false,true,0,3,false
391125,Bodeli,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""CHHOTAUDEPUR""]"",false,true,0,3,false
391130,Bodeli,GUJARAT,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",""[""CHHOTAUDEPUR""]"",false,true,0,3,false
